alim_grp_nom_fr,alim_code,alim_nom_fr,Energie (kcal/100g),Protéines (g/100g),Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Fibres alimentaires (g/100g),AG saturés (g/100g),Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Fer (mg/100g),Magnésium (mg/100g),Potassium (mg/100g),Zinc (mg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine C (mg/100g)
légumes,20122,"Chou-fleur, surgelé, cuit",18,"1,61","1,05","0,22","1,03","2,7","0,034",0,"0,045",17,"0,41",9,139,"0,13",0,"0,06","31,3"
légumes,20124,"Petits pois, surgelés, cuits","65,8","5,15","7,95","0,27","4,65","5,5","0,049",0,"0,18",24,"1,52",22,110,"0,67",0,"0,03","9,9"
légumes,20125,"Champignon de Paris ou champignon de couche, sauté/poêlé, sans matière grasse","29,1","2,99","2,8","0,33",0,"1,8","0,04",0,"0,02",4,"0,25",11,396,"0,57","0,2",0,-
légumes,20133,"Panais, cuit","67,8","1,32","13,4","0,3","4,8","3,6","0,05",0,"0,025",37,"0,58",29,367,"0,26",0,1,13
légumes,20135,Fondue de poireau,"58,4","1,1",0,"5,2",-,"3,6","3,6",-,"0,5",-,-,-,-,-,-,-,-
légumes,20143,"Courge spaghetti, pulpe, cuite",28,"0,66","5,06","0,26","2,53","1,4","0,062",0,"0,045",21,"0,34",11,117,"0,2",0,"0,12","3,5"
légumes,20155,"Artichaut, coeur, appertisé, égoutté",26,"1,8","2,31","< 0,5","1,2","3,2","< 0,01",-,"0,78",25,"0,4",18,150,"0,28","< 0,25","1,12","12,2"
légumes,20156,"Artichaut, fond, appertisé, égoutté","25,2","1,2","3,02","< 0,5","0,8","2,6","< 0,01",-,"0,73",36,"0,36",20,140,"0,2","< 0,25","0,42",18
légumes,20158,"Tétragone cornue, cuite","13,5","1,3",1,"0,17","0,25","1,4","0,027",0,"0,27",48,"0,66",32,102,"0,31",0,"1,23",16
légumes,20165,"Rutabaga, cuit",26,"0,93","4,26","0,18","3,95","1,8","0,029",0,"0,013",18,"0,18",10,216,"0,12",0,"0,24","18,8"
légumes,20169,"Tomate, pulpe, appertisée","22,7","1,2","2,68","< 0,5","2,68","1,8","< 0,01",0,"0,068",20,"0,39",11,260,"0,09","< 0,25","1,3","10,5"
légumes,20170,"Tomate, purée, appertisée","47,1","1,4","7,54","0,4","3,64","2,38","0,085",0,"0,51","19,9","0,6",30,798,"0,2",0,"2,3",9
légumes,20188,"Bambou, pousses, appertisées, égouttées","17,9","1,61","1,9","0,15","1,15","1,25","0,041",0,"0,19",17,"0,24","3,5",196,"0,56",0,"0,63","1,1"
légumes,20205,"Brocoli, surgelé, cuit","28,8","3,1","2,36","0,11","1,47",3,"0,018",0,"0,06",51,"0,61",20,180,"0,3",0,"1,32","40,1"
légumes,20207,"Chou de Bruxelles, surgelé, cuit","43,2","3,64","4,22","0,39","2,08","4,1","0,081",0,"0,038",26,"0,48",18,290,"0,24",0,"0,51","45,7"
légumes,20209,"Carotte, surgelée, cuite","32,9","0,58","4,52","0,68","4,08","3,3","0,12",0,"0,15",35,"0,53",11,192,"0,35",0,"1,01","2,3"
légumes,20212,"Champignon, lentin comestible ou shiitaké, cuit","60,9","1,56","12,3","0,22","3,84","2,1","0,05",0,"0,01",3,"0,44",14,117,"1,33","0,7",0,"0,3"
légumes,20215,"Petits pois et carottes, surgelés, cuits","50,4","3,09","7,02","0,42","4,36","3,1","0,077",0,"0,17",23,"0,94",16,158,"0,45",0,"0,52","8,1"
légumes,20216,"Pois mange-tout ou pois gourmand, bouilli/cuit à l'eau","28,8","2,4","3,41","< 0,5","2,4","1,8","< 0,01",0,"< 0,13",37,"0,62",18,83,"0,39","< 0,25","0,83","13,9"
légumes,20219,"Chou frisé, cuit","29,7","1,9","3,63","0,4","1,25",2,"0,052",0,"0,058",72,"0,9",18,228,"0,24",0,"0,85",41
légumes,20221,"Chou chinois (pak-choi ou pé-tsai), cuit","13,3","1,53","0,75","0,17","0,75","1,35","0,029",0,"0,054","62,5","0,67","10,5",298,"0,18",0,"0,09","20,9"
légumes,20241,"Cardon, cuit",22,"0,76","3,63","0,11",-,"1,7","0,012",0,"0,44",72,"0,73",43,392,"0,18",0,-,"1,7"
légumes,20242,"Tomate, pulpe et peau, bouillie/cuite à l'eau","18,7","0,88","2,8","0,21","2,6","1,05","0,028",0,"0,017","9,73","0,49","7,53",182,"0,12",0,"0,56","16,9"
légumes,20243,"Pois mange-tout ou pois gourmands, cuits","47,3","3,5","5,92","0,38","4,82","3,1","0,073",0,"0,013",59,"2,4",28,217,"0,49",0,"0,47",22
légumes,20255,"Échalote, cuite","71,6","2,13","13,5","< 0,5","6,3","3,4","< 0,0002",-,"0,031",28,"0,34",14,400,"0,32",-,"0,12","2,25"
légumes,20257,"Haricots verts, purée","56,3","1,7","4,2","2,9","1,5","3,3","1,9",-,"0,36",-,-,-,-,-,-,-,-
légumes,20258,"Légumes (3-4 sortes en mélange), purée","57,8","2,19","4,02","2,72","1,81","4,21","1,77",-,"0,61",-,-,-,-,-,-,-,-
légumes,20259,"Brocoli, purée","29,2","2,5","2,75","0,38","1,65","2,39",-,-,"0,021",87,"0,9",-,-,-,-,-,90
légumes,20260,"Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)","49,3","2,05","8,53","0,2","5,5","2,6","0,08",-,"0,88",-,-,-,-,-,-,-,-
légumes,20261,"Carotte, purée","64,2","2,1","8,1",2,"4,3","2,7","1,3",-,"0,6",29,"0,3",-,-,-,-,-,-
légumes,20264,"Courgette, purée","57,3","2,8","6,5","1,9","2,3","1,5","1,3",-,"0,6",-,-,-,-,-,-,-,-
légumes,20268,"Tomate, double concentré, appertisé","92,8","3,73",17,"0,29","16,5","3,62",0,-,"0,93",-,-,-,-,-,-,-,-
légumes,20271,"Macédoine de légumes, surgelée","54,5","3,48","6,8","0,28","3,35","5,45",0,-,"0,045",-,-,-,-,-,-,-,-
légumes,20275,"Poivron rouge, appertisé, égoutté","31,6","0,91","4,42","0,77","3,64","1,7","0,089",0,"1,14",25,"0,63","12,5",156,"0,15",0,"1,65",109
légumes,20278,"Céleri-rave, purée","26,4","1,37","2,83","0,18","2,11","4,01",0,-,"0,13",50,"0,5",-,-,-,-,-,"8,3"
légumes,20284,"Petits pois, purée",86,"4,8",8,"2,8",3,"4,8","1,7",-,"0,74",-,-,-,-,-,-,-,-
légumes,20285,"Épinard, purée","59,8","3,7","5,2","2,2","1,2","2,2","1,2",-,"0,72",-,-,-,-,-,-,-,-
légumes,20289,"Tomate, pulpe et peau, rôtie/cuite au four","26,5","0,88","2,87","0,6","2,87","2,2","0,14",-,"< 0,013",10,"0,25",13,300,"0,15","< 0,25","0,98","14,5"
légumes,20497,"Légumes pour couscous, cuits","25,4","1,53","2,55","0,43","1,1","2,6","0,048",0,"1,06",39,"0,7",15,208,"0,3",0,"0,38",18
légumes,20499,Légume cuit (aliment moyen),"28,9","1,63","3,78","0,27","2,54","2,47","0,056","0,0056","0,099",32,"0,45","16,1",206,"0,22","0,012","0,4","10,2"
légumes,58103,"Gombo, fruit, cuit","22,4","1,87","2,01","0,21","2,01","2,5","0,045",0,"0,015",77,"0,28",36,135,"0,43",0,"0,27","16,3"
légumes,20180,"Oignon, séché",358,"8,95",75,"0,46","37,4","9,2","0,078",0,"0,053",257,"1,55",92,1620,"1,89",0,"0,18",75
légumes,20189,"Tomate, séchée",282,"14,2","43,3","2,99","37,6","12,3","0,46",0,"0,62",110,"9,09",194,3430,"1,99",0,"0,01","39,2"
légumes,20211,"Champignon, lentin comestible ou shiitaké, séché",316,"9,58","63,9","0,99","2,21","11,5","0,23",0,"0,033",11,"1,72",132,1530,"7,66","3,9",0,"3,5"
légumes,20256,"Tomate, séchée, à l'huile",187,"4,27","13,4","11,7","6,5","5,63","1,32",0,"2,21",47,"2,68",81,1570,"0,78",0,-,102
pommes de terre et autres tubercules,4000,"Tapioca ou Perles du Japon, cru",354,"0,19","87,8","0,02","3,35","0,9","0,005",0,"0,0025",20,"1,58",1,11,"0,12",0,0,0
pommes de terre et autres tubercules,4002,"Pomme de terre, sans peau, cuite au four","91,9","1,95","20,1","0,1","1,7","1,5","0,026",0,"0,0036","9,48","0,35","21,7",391,"0,24",0,"0,04","12,8"
pommes de terre et autres tubercules,4003,"Pomme de terre, bouillie/cuite à l'eau","80,5","1,8","16,7","0,34","0,86","1,8","0,094",0,"0,052","5,83","0,27","17,3",363,"0,15",0,"0,01","2,92"
pommes de terre et autres tubercules,4004,"Chips de pommes de terre, standard",545,"5,67","51,1","34,3","1,59","4,57","3,23","< 0,7","1,65",27,"1,2",66,1300,"0,82","< 0,25","12,3","8,26"
pommes de terre et autres tubercules,4008,"Pomme de terre, sans peau, crue","76,6","2,16","15,2","0,18","0,73","1,8","0,038",0,"0,016","14,3","0,91",22,418,"0,35",0,"0,055","18,9"
pommes de terre et autres tubercules,4011,"Pomme de terre, appertisée, égouttée","59,9","1,47","11,7","0,34","0,65","2,2","0,055",0,"0,15","25,4","1,26","9,4",229,"0,18",0,-,"5,1"
pommes de terre et autres tubercules,4013,"Pomme de terre noisette, surgelée, crue",181,"2,76","24,9","7,22","0,74","2,82","1,68",-,"0,93","25,2",1,"27,9",550,"0,58",0,"0,2","10,5"
pommes de terre et autres tubercules,4014,"Pomme de terre vapeur, sous vide","73,6","1,7","15,4","0,2","0,4","1,62","0,096",-,"0,24",-,-,-,-,-,-,-,"14,7"
pommes de terre et autres tubercules,4015,"Pomme de terre, sautée/poêlée",126,"2,33","20,1","3,45","0,76","2,53","0,38",-,"0,032","6,93",-,"18,4",-,"0,2",-,-,-
pommes de terre et autres tubercules,4016,"Pomme de terre, flocons déshydratés, au lait ou à la crème",371,"10,6","69,4","3,97","4,67",8,"1,55",2,"0,2",106,"2,55","69,5",1510,"1,3",0,"0,03","22,3"
pommes de terre et autres tubercules,4017,"Pomme de terre, purée à base de flocons, reconstituée avec lait entier, matière grasse","97,9","1,92","10,2","5,18","1,68","1,47","1,87","6,67","0,56","38,7","0,19","16,3",184,"0,2","0,3","0,33","8,63"
pommes de terre et autres tubercules,4018,"Pomme de terre, purée, avec lait et beurre, non salée","88,9","1,89","14,2","2,4","1,41","1,5","1,46","6,5","0,11","31,1","0,21","15,2",260,"0,22","0,2","0,07","6,1"
pommes de terre et autres tubercules,4019,"Pomme de terre, purée à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée","67,3","2,63","12,1","0,53","2,2","1,8","0,33","1,52","0,088","50,7","0,35","16,2",289,"0,34",0,"0,2","3,2"
pommes de terre et autres tubercules,4020,"Pomme de terre dauphine, surgelée, crue",285,"4,62","25,6","17,7","1,96","2,34","3,98",-,"1,17","22,2","0,99","9,25",138,"0,68",-,-,-
pommes de terre et autres tubercules,4021,"Pomme de terre dauphine, surgelée, cuite",302,"4,5","30,2","17,7","3,5",2,"3,39","51,7","1,32",120,"0,8",14,180,"0,38","< 0,25","6,6",-
pommes de terre et autres tubercules,4022,"Pomme de terre, flocons déshydratés, nature",361,"8,04","76,1","0,46","2,35","10,3","0,15",0,"0,55","48,5","2,26","70,7",1130,"1,05",0,"0,03",59
pommes de terre et autres tubercules,4023,"Pomme de terre nouvelle, crue","76,4","1,88","15,9","0,3","0,2","1,3","0,058",0,"0,058",10,"0,6",-,367,"0,5",0,"0,06",22
pommes de terre et autres tubercules,4025,"Potatoes ou Wedges ou Quartiers de pommes de terre épicés, surgelées, cuites",140,"2,5","19,8","5,11","0,38","2,42","1,61","< 0,7","0,67",16,"0,78",34,710,"0,46","< 0,25","1,61","1,35"
pommes de terre et autres tubercules,4026,"Pomme de terre, rôtie/cuite au four","89,4","2,5","18,5","0,13","1,18","2,2","0,035",0,"0,025",15,"1,08",28,535,"0,36",0,"0,04","9,6"
pommes de terre et autres tubercules,4027,"Pomme de terre rissolée, surgelée, cuite",138,"2,5",22,4,"0,2","2,2","2,4",-,"0,088",-,-,-,-,-,-,-,-
pommes de terre et autres tubercules,4028,"Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau","76,1","1,81","15,7","< 0,5","< 0,2","1,9",-,-,"< 0,01","6,5","0,31",17,390,"0,23",-,"0,1","3,78"
pommes de terre et autres tubercules,4029,"Pomme de terre primeur, sans peau, bouillie/cuite à l'eau","71,6","1,84","14,9","< 0,1",-,"2,13",-,-,-,-,"0,7","19,7",291,"0,34",-,-,"18,9"
pommes de terre et autres tubercules,4030,"Frites de pommes de terre, surgelées, rôties/cuites au four",213,"3,75","32,6","6,6","< 0,4","4,2","0,75","< 0,7","0,39",11,"0,67",29,590,"0,45","< 0,25","7,64","2,38"
pommes de terre et autres tubercules,4032,"Frites de pommes de terre, surgelées, cuites en friteuse",265,"3,28","34,5","11,9","0,69","3,9","3,49",0,"0,073","23,8","0,9","23,3",684,"0,36",0,"0,44",19
pommes de terre et autres tubercules,4034,"Pomme de terre duchesse, surgelée, cuite",218,"3,44","29,5","8,5","< 0,4","4,8","0,96","2,87","0,99",51,"0,81",28,530,"0,53","< 0,25","2,33","< 0,5"
pommes de terre et autres tubercules,4035,"Pomme de terre noisette, surgelée, cuite",191,"2,81","28,5","6,6","0,2","3,4","0,94","< 0,7","0,87",27,"0,61",22,420,"0,39",-,"1,29",-
pommes de terre et autres tubercules,4036,Pomme de terre sautée/poêlée à la graisse de canard,213,"2,54","21,9","12,1","1,59","2,89","3,17",-,"0,67",-,-,-,-,-,-,-,-
pommes de terre et autres tubercules,4037,"Chips de pommes de terre, à l'ancienne",570,"5,62","49,8","37,6","1,38","4,51","3,53","0,72","1,78",21,"0,98",55,1100,"0,6","< 0,25","15,3","5,07"
pommes de terre et autres tubercules,4038,"Chips de pommes de terre et assimilés, allégées en matière grasse",463,"6,58","62,1","19,8","2,49","5,19","1,94","1,01","1,22",56,"1,2",67,1300,"0,87",-,"3,32",-
pommes de terre et autres tubercules,4039,Rostis ou Galette de pomme de terre,183,"2,13",21,"9,47","0,68","2,64","2,53",15,"1,04",31,"0,65",24,480,"0,43","< 0,25","2,71","0,63"
pommes de terre et autres tubercules,4042,"Pomme de terre duchesse, surgelée, crue",178,"2,8","23,2","7,72","0,73","2,13","1,33",-,"0,93",-,-,-,-,-,-,-,-
pommes de terre et autres tubercules,4043,"Pomme de terre rissolée, surgelée, crue",135,"2,32","20,9","4,2","0,42","2,41","1,14",-,"0,17",-,-,-,-,-,-,-,6
pommes de terre et autres tubercules,4044,"Frites de pommes de terre, surgelées, pour cuisson rôtie/ au four",154,"2,41","23,4","5,09","0,35","2,58","1,56",-,"0,28",-,-,-,-,-,-,-,-
pommes de terre et autres tubercules,4045,"Frites de pommes de terre, surgelées, pour cuisson micro-ondes",254,"3,5",34,"10,8","0,23","3,83","1,74",-,"0,27",-,-,-,-,-,-,-,-
pommes de terre et autres tubercules,4046,"Frites de pommes de terre, surgelées, pour cuisson en friteuse",244,"3,12","29,1","12,1","0,48","3,39","4,09",-,"0,12",20,"1,8",-,-,-,-,-,6
pommes de terre et autres tubercules,4047,"Pomme de terre, purée (aliment moyen)","84,7","2,15","12,2","2,7","1,76","1,59","1,22","4,9","0,25","40,2","0,25","15,9",244,"0,25","0,17","0,2","5,98"
pommes de terre et autres tubercules,4048,"Pomme de terre, cuite (aliment moyen)","90,8","1,97","17,7","0,9","0,75","1,95","0,16",,"0,023","7,33","0,35","18,7",390,"0,21",,"0,055","5,83"
pommes de terre et autres tubercules,4101,"Patate douce, crue","86,3","1,51","18,3","0,15","5,64","2,87","0,064",0,"0,098","37,5","0,76",20,373,"0,25",0,"0,26","2,4"
pommes de terre et autres tubercules,4102,"Patate douce, cuite","62,8","1,69","12,2","0,15","6,11","2,9","0,042",0,"0,079","32,5","0,71","22,5",353,"0,26",0,"0,83","16,2"
pommes de terre et autres tubercules,4103,"Patate douce, purée, cuisinée à la crème","79,8","1,1","12,1",2,"7,5","4,5","1,4",-,"0,56",-,-,-,-,-,-,-,-
pommes de terre et autres tubercules,20050,"Topinambour, cuit","81,9","1,8",16,"0,7","9,6","2,2",0,0,"0,09","32,9","0,2","14,1",452,"0,34",0,"0,19","3,2"
pommes de terre et autres tubercules,20196,"Topinambour, cru","60,7","1,94","11,5","0,31","9,6","2,1","0,11",0,"0,0088",21,2,"16,5",495,"0,11",0,"0,17",5
pommes de terre et autres tubercules,53101,"Banane plantain, cuite",125,"0,79","28,9","0,18",14,"2,3","0,069",0,"0,013",2,"0,58",32,465,"0,13",0,"0,13","10,9"
pommes de terre et autres tubercules,53200,"Taro, tubercule, cru",107,"1,5","22,8","0,2","0,4","4,1","0,041",0,"0,028",43,"0,55",33,591,"0,23",0,"2,38","4,5"
pommes de terre et autres tubercules,53201,"Taro, tubercule, cuit",131,"0,52","29,5","0,11","0,49","5,1","0,023",0,"0,038",18,"0,72",30,484,"0,27",0,"2,93",5
pommes de terre et autres tubercules,53502,"Igname, épluchée, crue",111,"1,53","23,8","0,17","0,5","4,1","0,037",0,"0,023",17,"0,54",21,816,"0,24",0,"0,35","17,1"
pommes de terre et autres tubercules,53503,"Igname, épluchée, bouillie/cuite à l'eau",109,"1,49","23,6","0,14","0,49","3,9","0,029",0,"0,02",14,"0,52",18,670,"0,2",0,"0,34","12,1"
pommes de terre et autres tubercules,54031,"Manioc, racine crue",157,"1,31","36,3","0,29","1,7","1,8","0,074",0,"0,035",16,"0,27",21,271,"0,34",0,"0,19","20,6"
pommes de terre et autres tubercules,54034,"Manioc, racine cuite",132,"0,69",32,"0,043",-,"0,4",-,-,-,"12,1","0,6",-,-,"0,35",-,-,"13,1"
pommes de terre et autres tubercules,54500,"Fruit à pain, cru",105,"1,07","22,2","0,23",11,"4,9","0,048",0,"0,005",17,"0,54",25,490,"0,12",0,"0,1",29
légumineuses,20500,"Fève, cuite","78,6","6,01","10,4","0,45","1,82","4,5","0,1",0,"0,057",27,"1,5",37,231,"0,74",0,"0,02","10,1"
légumineuses,20502,"Haricot blanc, cuit",106,"6,75","10,3","1,1","0,26","13,8","0,25",0,"0,023",120,"1,7",33,260,"0,67","< 0,25","< 0,08","< 0,5"
légumineuses,20503,"Haricot rouge, cuit",115,"9,63","12,1","0,6","0,5","11,6","0,19",0,"0,021",55,"2,3",39,300,"0,94","< 0,25","< 0,08","< 0,5"
légumineuses,20505,"Lentille, cuite",103,"8,6","12,2","0,38","1,8","7,9","0,053",0,"0,0073","26,2","1,44","35,6",222,"0,98",0,"0,11","1,5"
légumineuses,20506,"Pois cassé, cuit",128,"8,46","16,3","1,49","3,85","7,95","0,16",0,"0,0082","24,7","2,09","20,9",327,"0,65",0,"0,19","0,85"
légumineuses,20507,"Pois chiche, cuit",147,"8,31","17,7",3,"0,3","8,2","0,46",-,"0,027",72,"1,3",44,170,"1,1","< 0,25","1,22","< 0,5"
légumineuses,20508,"Haricot flageolet, appertisé, égouttés","92,9","6,1","12,2","0,79","0,2","6,3","0,11",0,"0,73","63,1","1,3","26,5",281,"< 0,1",0,"0,37",< 1
légumineuses,20510,"Lentille, cuisinée, appertisée, égouttée","85,9","6,28","11,8","0,64","0,42",4,"0,11",0,"0,59",21,"1,67","15,8",178,"0,55",0,"0,19",traces
légumineuses,20511,"Haricot blanc, appertisé, égoutté","87,3","6,57","10,9","0,4","0,52",7,"0,11",0,"0,69",73,"2,99",51,454,"1,12",0,"0,79",0
légumineuses,20513,"Haricot flageolet, cuit",106,"6,75","10,3","1,1","0,26","13,8","0,25",-,"0,023",120,"1,7",33,260,"0,67","< 0,25","< 0,08","< 0,5"
légumineuses,20524,"Haricot rouge, appertisé, égoutté",108,"8,31",13,"0,97",1,7,"0,41",0,"0,68",58,"1,5",29,250,"0,74",0,-,"0,2"
légumineuses,20531,"Haricot mungo, cuit","95,7","7,54","11,9","0,55","2,01","6,4","0,038",0,"0,018",53,"1,75",63,231,"0,83",0,"0,15",1
légumineuses,20532,"Pois chiche, appertisé, égoutté",122,"6,74",15,"2,68","0,5","5,45","0,3",0,"0,54","41,2","1,15","27,5",135,"0,93",0,"0,29","0,1"
légumineuses,20540,"Haricot flageolet, vert, cuit",129,"5,63","15,8","1,1","0,5","16,5","0,19","< 0,7","0,071",68,"1,8",32,360,"0,6","< 0,5","< 0,08","< 0,5"
légumineuses,20542,"Fève, pelée, surgelée, cuite à l'eau","71,9","6,4",9,"0,5","< 0,2","2,9","0,11",-,"0,018",31,"1,3",22,97,"0,62","< 0,25",-,"< 0,5"
légumineuses,20543,"Fève, surgelée, cuite à l'eau","65,9","5,6","7,4","< 0,5",1,"5,8","< 0,01",-,"0,02",61,"0,93",26,150,"0,55","< 0,25",-,"< 0,5"
légumineuses,20587,"Lentille verte, cuite",124,"10,1","15,2","0,58","0,19","8,45","0,093",-,"0,015","39,5","2,45",34,215,"1,25","< 0,25","0,53","< 0,5"
légumineuses,20588,"Lentille blonde, cuite",122,"9,7","16,3","0,7","0,4",6,"0,13",-,"< 0,13",32,"2,5",31,230,"1,1","< 0,25",-,"< 0,5"
légumineuses,20589,"Lentille corail, cuite",123,"10,6",15,"0,5","0,26","8,2","0,09",-,"< 0,13",21,"2,2",25,190,"1,3","< 0,25",-,"< 0,5"
légumineuses,20700,"Légume sec, cuit (aliment moyen)",103,"8,02","11,7","0,6","1,38","9,4","0,11",0,"0,014","51,9","1,55","34,9",236,"0,88","0,037","0,086","1,54"
légumineuses,20517,"Fève à écosser, fraîche","61,5","6,76","4,2","0,67","0,37","5,85","0,13",0,"0,094","29,5","1,73","35,5",291,"0,79",0,"1,16","18,4"
légumineuses,20521,"Lentille, germée",123,"8,86",19,"0,58",-,"3,1","0,061",0,"0,028",25,"3,21",37,322,"1,51",0,-,"16,5"
légumineuses,20534,"Lupin, graine crue",356,"36,2","21,5","9,74",-,"18,9","1,16",0,"0,038",176,"4,36",198,1010,"4,75",0,-,"4,8"
légumineuses,20536,"Fève, fraîche, surgelée","70,9","7,5","7,95","0,22","2,15","3,6","0,1","0,83","0,022",-,-,-,-,-,-,-,-
légumineuses,20537,"Haricot flageolet, surgelé",100,"9,32",12,"0,7","0,4","4,4","0,1",-,"0,78",-,-,-,-,-,-,-,-
légumineuses,20541,"Fève, pelée, surgelée, crue",135,"14,9","14,9","0,3",2,"6,5",0,-,"0,038",-,-,-,-,-,-,-,-
légumineuses,20501,"Haricot blanc, sec",302,"19,1","43,9","1,78","1,92","16,8","0,22",0,"0,028",183,"7,97",187,1660,"3,23",0,"0,28","2,04"
légumineuses,20504,"Lentille, sèche",332,"25,4","50,6","1,34","1,25","7,63","0,13",0,"0,21","45,4","6,51",62,674,"3,17",0,"0,49","4,5"
légumineuses,20515,"Pois cassé, sec",344,"22,8",52,"1,44","2,75","15,8","0,23",0,"0,051","37,4","5,16","65,5",969,"3,68",0,"0,09","1,4"
légumineuses,20516,"Pois chiche, sec",351,"20,5","47,5","5,85","6,5","13,3","0,55",0,"0,08","90,5","5,36",120,759,"1,88",0,"3,1","3,5"
légumineuses,20518,"Fève, sèche",301,"26,1","33,3","1,53","5,7",25,"0,25",0,"0,033",103,"6,7",192,1060,"3,14",0,"0,05","1,4"
légumineuses,20525,"Haricot rouge, sec",314,"22,5","46,1","1,06","2,1","15,2","0,15",0,"0,03",83,"6,69",138,1360,"2,79",0,"0,21","4,5"
légumineuses,20530,"Haricot mungo, sec",334,"24,5","47,6","1,42",-,"16,7","0,24",0,"0,066",113,"7,16",228,1110,"3,02",0,"1,9","12,2"
légumineuses,20535,"Lentille corail, sèche",328,"27,7","44,9","0,8","1,29","15,4","0,14",0,"< 0,13",29,"6,3",74,750,"3,9","< 0,25",-,"< 0,5"
légumineuses,20539,"Haricot flageolet, vert, sec",315,"19,1","42,1","2,6",-,"23,4","0,35","< 0,7","0,02",-,"7,3",160,-,"2,3","< 0,5","0,08","< 0,5"
légumineuses,20585,"Lentille verte, sèche",327,"25,1","44,5","1,8","1,1","16,4","0,24",-,"< 0,13",64,"6,3",97,940,"3,4","< 0,25",-,"1,63"
légumineuses,20586,"Lentille blonde, sèche",339,"26,1","48,3","1,9","1,4","12,1","0,32",-,"< 0,13",54,"7,4",91,780,3,"< 0,25",-,"< 0,5"
fruits,13000,"Abricot, dénoyauté, cru","42,6","1,01","7,14","0,35","6,57","1,8","0,024",0,"0,0025","16,1","0,19","9,94",229,"0,14",0,"0,89",10
fruits,13002,"Ananas, pulpe, cru","53,2","0,52",11,"0,24","10,4","1,33","0,009",0,"0,0024","21,5","0,25","20,3",142,"0,073",0,"0,06","36,4"
fruits,13005,"Banane, pulpe, crue",90,"0,98","19,6","0,25","14,8","1,9","0,099",0,"0,0038","4,12","0,26","34,9",360,"0,15",0,"0,33","2,07"
fruits,13007,"Cassis, cru","64,6","1,33","8,03","0,86","8,03","5,8","0,14",0,"0,0063","57,1","1,17",23,330,"0,28",0,"2,1",181
fruits,13008,"Cerise, dénoyautée, crue","59,6","1,16","11,6","0,25","11,6","1,7","0,055",0,"0,005",15,"0,17","11,2",200,"0,054",0,"0,14","8,5"
fruits,13009,"Citron, pulpe, cru","39,1","0,84","3,1","0,7","2,85","1,2","0,15",0,"0,003","13,7","0,34","8,54",157,"0,054",0,"0,48",51
fruits,13010,"Coing, cru",-,"0,48","13,4","0,1","6,3","1,9","0,0085",0,"0,01",11,"0,7",8,197,"0,04",0,"0,55",15
fruits,13012,"Figue, crue",-,"0,85","14,3","0,3","14,3","2,63","0,069",0,"0,0038",39,"0,37",17,232,"0,15",0,"0,11",2
fruits,13014,"Fraise, crue","34,9","0,65","6,14","0,18","4,73","1,5","0,018",0,"0,052","13,1","0,18","14,1",171,"0,11",0,"0,37","67,4"
fruits,13015,"Framboise, crue","43,7","1,28","4,26","0,36","4,26","5,99","0,012",0,"0,0025",25,"0,69",22,151,"0,42",0,"0,53","26,2"
