alim_code,alim_ssgrp_nom_fr,source AJOUT,alim_nom_fr,Energie (kcal/100g),Protéines (g/100g),Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Fibres alimentaires (g/100g),AG saturés (g/100g),Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Fer (mg/100g),Magnésium (mg/100g),Potassium (mg/100g),Zinc (mg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine C (mg/100g)
25428,sandwichs,,"Sandwich grec ou Kebab, pitadités",233,"15,2","17,4","10,9","1,1","2,3","4,29","47,3","1,23","33,6","0,95","21,5",316,"1,8",-,-,-
25429,sandwichs,,"Sandwich grec ou Kebab, baguettedités",273,"15,2","29,9","9,83","3,3",2,"4,26",32,"1,04","22,1","2,05","22,8",271,"2,1",0,"0,2",2
25431,sandwichs,,"Sandwich baguette, thon, cru, crudité, mayonnaise",274,"10,3",32,"11,3","1,4","1,78","2,54","24,6","1,28","26,8","0,83","19,5",160,"0,53","0,73","4,05","2,63"
25434,sandwichs,,"Sandwich panini, jambon cru, mozzarella, tomates",243,"14,2","27,2","8,35",-,"1,4",-,-,"1,25",97,"1,1","16,9",184,"1,3",-,-,-
25475,sandwichs,,"Sandwich baguette, jambon, oeuf dur, cru, crudité, beurre",219,"9,63","31,4","5,76","1,82","1,75","2,84","41,1","1,43","30,2","0,74","18,3",195,"0,79","0,17","0,45","5,53"
25476,sandwichs,,"Sandwich baguette, poulet, cru, crudité, mayonnaise",273,"10,1","36,6","9,09","2,45","2,06","1,59","35,7","1,34","26,7","0,79","17,5",162,"0,73","0,12","4,72","2,22"
25485,sandwichs,,"Sandwich baguette, jambon emmental",285,"13,3","26,9","13,1","2,55",3,"5,3",-,"1,58",-,-,-,-,-,-,-,-
25488,sandwichs,,"Sandwich baguette, saumon fumé, beurre",265,"11,1","41,3","5,61","1,53","2,19","2,58","13,5","1,87",31,"0,62","19,6",177,"0,59","0,77","0,8","2,69"
25490,sandwichs,,"Sandwich baguette, thon, maïsdités",198,"8,87",25,"6,03","2,83","3,93","1,02",-,"1,02",-,-,-,-,-,-,-,-
25502,sandwichs,,Burger au poulet,249,"12,7","23,8",11,"2,9","1,2","1,88","27,7","1,16",66,"0,6",22,220,"0,71","< 0,25","2,1","< 0,5"
25513,sandwichs,,Pan bagnat,215,"7,95","30,3","6,48","3,2","1,98","0,98","23,6","1,03","45,9","0,88","33,2",160,"0,55","0,28","1,59","11,4"
25517,sandwichs,,"Sandwich baguette, jambon, beurre",281,"10,8","33,7","10,9","1,81","2,45","6,07","37,6","1,69","54,6","0,7","34,7",163,"1,22","0,22","0,43","3,18"
25518,sandwichs,,"Sandwich baguette, camembert, beurre",339,"11,7","34,3","16,8","1,21","1,74","10,7","45,1","1,69",144,"0,5","19,2",115,"1,27","0,22","0,55",0
25519,sandwichs,,"Sandwich baguette, pâté, cornichons",252,10,29,"10,3","1,37","1,88","3,53",40,"1,79","32,4","2,28","17,3",149,"1,23","0,19","0,32","1,34"
25520,sandwichs,,"Sandwich baguette, saucisson, beurre",379,"13,6","32,7","20,9","1,97","2,61","9,49","49,9","2,37","37,2","0,89","21,4",226,"1,25","0,13","0,46",0
25521,sandwichs,,"Sandwich baguette, jambon, emmental, beurre",289,"12,9","31,1","11,9","2,03","2,85","6,78","46,1","1,58",162,"0,66","21,4",151,"1,8","0,43","0,43","2,65"
25522,sandwichs,,Sandwich (aliment moyen),,11,,,,,,,"1,39",,,,,,,,
25523,sandwichs,,"Toasts ou Canapés salés, garnitures diverses",233,"9,09","17,8","13,3","5,06","2,8","6,24","57,2","1,11",147,"1,77","22,9",154,"1,46","0,34","0,49","1,14"
25530,sandwichs,,"Sandwich baguettedités diverses, mayonnaise",248,"5,34","30,1","11,3","1,93","2,16","2,47","15,1","1,07","29,1","0,64","15,2",162,"0,47","0,065","3,96","6,03"
25531,sandwichs,,"Sandwich baguette, dinde, crudité, mayonnaise",299,11,"31,6","13,9","1,35","1,73","3,16","32,9","1,12","27,6","0,79","17,5",163,"1,04","0,08","4,68","2,22"
25532,sandwichs,,"Sandwich baguette, oeuf, crudité, mayonnaise",282,"7,85","32,2","13,1","1,55","1,78","3,08","85,4","1,15","38,2","0,86","14,8",133,"0,66","0,39","4,08","2,63"
25533,sandwichs,,"Sandwich baguette, porc, crudité, mayonnaise",297,"10,7","30,6","14,2","1,51","1,73","3,27","35,9","1,13","26,2","0,76","18,4",166,"0,9","0,08","4,68","2,22"
25535,sandwichs,,"Sandwich baguette, merguez, ketchup moutarde",277,"13,4",30,"11,1","2,43","1,61","5,3",30,"2,14","34,3","1,29","22,7",413,"1,61","0,084","0,93","0,28"
25536,sandwichs,,"Sandwich baguette, salami, beurre",387,"11,2",35,"22,1","1,19","1,74","10,6","46,6","2,69","30,6","1,12","16,1",151,"0,99","0,34","0,41",0
25542,sandwichs,,Croque-madame,257,"13,2","16,4","15,2","0,95","1,05","7,21",194,"1,03",182,"1,14","18,9",140,"1,12","0,68","0,88","0,014"
25543,sandwichs,,Sandwich baguette,285,"10,7",32,"12,5","1,82","2,18","4,73",,"1,58",,,,,,,,
25544,sandwichs,,"Sandwich pain de mie, garnitures diverses",267,"11,7","25,1","12,4","3,42","3,83","4,96",-,"1,17",-,-,-,-,-,-,-,-
25547,sandwichs,,"Croque-monsieur, rayon frais",276,"14,7","23,4","13,3",-,2,"5,87",31,"0,42",251,< 1,"21,5",189,"1,6","0,7","0,6","1,7"
25574,sandwichs,,"Sandwich pain de mie complet, jambon, crudité, fromage optionnel",243,10,"23,1","11,6","2,43","3,06","2,86",-,"1,42",-,-,-,-,-,-,-,-
25575,sandwichs,,"Sandwich pain de mie complet, thon, crudité, mayonnaise",240,"9,82","23,1","11,3","2,49","3,46","1,3",-,"1,08",-,-,-,-,-,-,-,-
25576,sandwichs,,"Sandwich pain de mie complet, jambon, fromage",292,"12,9","26,1","14,6","7,75",2,"6,45",-,"1,33",205,-,-,-,-,-,-,-
25577,sandwichs,,"Sandwich pain de mie complet, poulet, crudité, mayonnaise",232,"9,18","23,7","10,4","2,61","3,63","2,48",-,"1,3",-,-,-,-,-,-,-,-
7814,feuilletées et autres entrées,,Cake salé,341,"13,3","24,6","19,9","3,76","4,95","7,09","76,3","1,74",170,"1,3","16,1",165,"1,4",-,-,-
25108,feuilletées et autres entrées,,Samossas ou Samoussas,237,"9,33","18,1","13,7","2,67","1,8","2,78",23,"1,26",31,"1,3","17,8",182,"0,87","< 0,5","1,45","0,7"
25151,feuilletées et autres entrées,,Feuilleté au poisson - fruits de mer,260,"6,55","27,9",13,"4,3","2,9","9,7","59,2","1,02","39,4","0,4","20,4",212,"0,42","2,5","1,38",0
25169,feuilletées et autres entrées,,"Bouchées chinoise à la vapeur, cuite",141,"5,9",26,"1,4","3,9","0,21","0,31",-,"1,26",-,-,-,-,-,-,-,-
25399,feuilletées et autres entrées,,Feuilleté aux escargots,321,"6,69","23,1","22,1","1,09","1,74","13,2",-,"1,17",-,-,-,-,-,-,-,-
25401,feuilletées et autres entrées,,Feuilleté ou Friand au fromage,308,"6,08","32,3","16,9","2,92","1,18","9,06","16,7","1,05",119,"1,4","14,9",139,"0,54","0,82","1,38","0,3"
25402,feuilletées et autres entrées,,Feuilleté ou Friand à la viande,354,"9,59","27,3","22,6","1,23","1,63","10,6","70,7","1,55","15,6","1,65","18,6",199,"1,49",-,-,-
25412,feuilletées et autres entrées,,"Bouchée à la reine, à la viande/volaille/quenelle",296,"6,12","24,5","18,9","2,6","1,65","9,66","36,3","1,27",40,"0,42",12,170,"0,54","< 0,25","1,29","< 0,5"
25418,feuilletées et autres entrées,,Croissant au jambon,246,"7,9","20,1","14,6","2,6","1,53","8,5",-,"1,1",219,-,"18,9",216,"1,7",-,-,-
25419,feuilletées et autres entrées,,Rouleau de printemps,109,"4,57",18,"1,82","3,6","1,2","0,66","13,9","0,29","22,5","0,4","12,6",87,"0,45",-,"0,18","1,5"
25420,feuilletées et autres entrées,,Nem ou Pâté impérial,224,"6,48","23,1","11,2","3,02","2,54","2,9",28,"1,52",25,"0,9",16,160,"0,62","< 0,5","0,82","< 0,5"
25438,feuilletées et autres entrées,,Brick garni,186,"12,2","8,22","11,5","0,7","0,59","2,77","85,3","1,41","32,8","1,03","21,5",183,"0,9","0,51","4,95","2,93"
25503,feuilletées et autres entrées,,"Bouchée à la reine, au poisson et fruits de mer",138,"8,14","9,74","7,17","2,49",1,"3,52","35,1","0,97","58,2","1,29","20,6",166,"1,4","1,11","1,12","0,81"
25508,feuilletées et autres entrées,,Feuilleté ou Friand jambon fromage,299,"8,46","27,8","16,7","3,65","1,9","10,8","23,6","1,29",115,"0,43","14,6",126,"0,77","1,05","2,1","0,95"
25551,feuilletées et autres entrées,,"Beignet de viande, volaille ou poisson, fait maison",237,"18,7","9,79","13,5","0,91","0,41","2,88","85,2","0,71","36,6","1,23","25,4",272,"1,61","0,29","2,91","0,27"
25557,feuilletées et autres entrées,,Brick à l'oeuf,256,"10,4","12,7","18,1","1,6","0,5",-,264,"1,35","70,7","1,4","13,8",132,"0,83","1,24",7,"3,6"
25558,feuilletées et autres entrées,,Brick au boeuf,342,"10,4","33,5",17,"3,2","6,8",-,75,"3,76",-,"5,2","29,8",221,"1,53","0,28","6,6","3,1"
25559,feuilletées et autres entrées,,Brick à la pomme de terre,216,"3,25","19,8","13,4","1,5","1,7",-,31,1,"26,4","0,6","13,8",252,"0,26","0,14","7,7","8,8"
25578,feuilletées et autres entrées,,Feuilleté salé (aliment moyen),307,"7,53","28,6","17,7","2,65","1,62","9,66","39,8","1,21",92,"1,24",17,171,"0,94","1,18","1,49","0,34"
25580,feuilletées et autres entrées,,"Bouchée à la reine, garnie",217,"7,13","17,1",13,"2,54","1,32","6,59","35,7","1,12","49,1","0,86","16,3",168,"0,97","0,62","1,21","0,53"
25582,feuilletées et autres entrées,,"Nem ou Pâté impérial, au poulet, cuit",197,"8,06","20,9","8,1","1,9","3,3","1,25","17,9","1,19",29,1,23,220,"0,81","< 0,25","1,18","< 0,5"
25583,feuilletées et autres entrées,,"Nem ou Pâté impérial, au porc, cuit",237,"6,88","22,6","12,7","1,9","2,4","3,07","15,7","1,14",25,"0,91",23,230,"0,79","< 0,25","2,33","< 0,5"
25584,feuilletées et autres entrées,,"Nem ou Pâté impérial, aux crevettes et/ou au crabe, cuit",213,"7,44","23,7","9,2","2,4","2,7","1,13","27,7","1,2",47,"1,1",25,180,"0,83","< 0,25","1,99","< 0,5"
26266,feuilletées et autres entrées,,Croissant au jambon fromage,258,"8,92",22,"14,5","2,77",2,"8,77",-,"1,28",117,-,-,-,-,-,-,-
7225,pains et viennoiseries,,Pain brioché ou viennois,356,"9,76","55,5","9,38","6,9","3,3","5,22","42,4","1,31","42,5",1,"21,5",163,"0,75","< 0,2","0,37",-
7600,pains et viennoiseries,,Viennoiserie (aliment moyen),380,"7,64","49,5","16,2","12,9","2,68","8,52",66,"1,05","38,4","1,38","22,3",153,"0,65","0,25","1,59",
7602,pains et viennoiseries,,"Croissant, sans précision",375,"6,65","40,4",20,"8,83","2,32","11,6","26,5","1,1","33,6","0,8","22,4",172,"0,53","1,5","1,1",0
7615,pains et viennoiseries,,"Croissant ordinaire, artisanal",433,"7,38","39,6","25,8","4,66","5,1","12,4","25,2","1,37",31,"0,7","14,6",145,"0,5","< 0,5","1,7","0,04"
7620,pains et viennoiseries,,"Croissant au beurre, artisanal",424,"7,1","43,2","23,3","5,6","4,9","17,4","77,4","1,26","46,8","0,8","18,2",147,"0,65","0,73","0,84","0,2"
7650,pains et viennoiseries,,"Croissant aux amandes, artisanal",446,"7,62","35,9","29,1","14,1","3,7","14,9","78,5","0,79","55,7","1,1","36,6",174,"0,76","0,44","4,02","0,044"
7710,pains et viennoiseries,,"Pain au lait, artisanal",438,"8,49","49,3","21,5","8,6","5,3",11,58,"1,14","37,1","1,1","20,3",171,< 1,"< 0,2","1,2",0
7711,pains et viennoiseries,,"Pain au lait, préemballé",354,"8,52","54,2","10,9","12,4","2,53","5,57",106,"1,07","41,6",< 1,"19,2",142,< 1,"< 0,2","1,2",-
7712,pains et viennoiseries,,"Pain au lait, pépites de chocolat",369,"8,51",52,"13,5",18,"2,72","6,32","49,2","0,93",60,2,28,180,"0,9","< 0,25","2,3","< 0,5"
7720,pains et viennoiseries,,"Pain aux raisins, viennoiserie",333,"5,11","55,9",9,"18,7","2,8","4,1",43,"0,71","32,1","0,77","18,6",278,< 1,"< 0,2","0,97",0
7730,pains et viennoiseries,,"Pain au chocolat, artisanal",426,"6,38","47,5","22,7","12,5","2,1",-,16,"1,18","57,7","3,48","38,5",240,"0,7","0,1",2,-
7733,pains et viennoiseries,,"Pain au chocolat, préemballé",428,"6,46",48,"22,4","12,1","3,13","14,7",67,"0,88",41,"2,7",30,160,"0,72","< 0,25","2,12",-
7735,pains et viennoiseries,,"Brioche, pépites de chocolat",363,"8,16","48,3","14,6","14,1","2,88","6,69",22,"0,84","42,6","2,25","31,9",201,"0,9",-,-,-
7737,pains et viennoiseries,,Brioche fourrée au chocolat,351,"7,47","53,2","11,6","21,1","2,17","6,82",-,"0,86",-,-,-,-,-,-,-,-
7738,pains et viennoiseries,,Brioche fourrée aux fruits,346,"6,9","50,5","12,1","18,4","3,8","7,2",-,1,"14,7",-,-,-,-,-,-,-
7739,pains et viennoiseries,,Brioche fourrée crème pâtissière,300,"6,22","49,2","8,41","20,7","1,5","4,93",-,"0,68",-,-,-,-,-,-,-,-
7740,pains et viennoiseries,,"Brioche, préemballée",355,"8,12","53,2","11,7","13,3","2,14","5,96","71,5","1,01",26,"0,93",17,120,"0,68","< 0,5","1,24","< 0,5"
7741,pains et viennoiseries,,"Brioche, sans précision",401,"11,3",46,"19,1","5,7","< 0,5","7,84",109,"1,13","41,2","1,65","19,7",178,"0,76","< 0,5","2,04","< 0,5"
7742,pains et viennoiseries,,Brioche de boulangerie,374,"9,81","49,2","14,7",-,3,"8,51",99,"1,47",30,"1,15","25,5",198,"0,68","< 0,2","1,2",-
7744,pains et viennoiseries,,Couronne de Noël aux fruits confits,355,"7,2","53,3","12,3","19,6","1,35","5,83",-,"0,89",-,-,-,-,-,-,-,-
7745,pains et viennoiseries,,Brioche pur beurre,366,8,"51,6",14,"13,4","1,1","8,69",105,"0,96",30,"0,85",19,110,"0,72","< 0,25","0,49","< 0,5"
23467,pains et viennoiseries,,Chouquette,381,"7,76","42,6","18,6","27,1","6,1","9,89",191,"1,08",36,"1,6","13,9",107,< 1,"< 0,2","2,4",0
23480,pains et viennoiseries,,Chausson aux pommes,338,"4,17","36,6","18,7","11,2","3,1","10,3","45,6","0,87",33,"0,7",10,110,"0,3","0,34","1,21","5,72"
31100,céréales de petit-déjeuner et biscuits,,"Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux",423,"6,7","72,2","11,9","31,4","1,6","7,15",-,"0,88",752,"9,65",30,320,"0,97",0,-,-
31101,céréales de petit-déjeuner et biscuits,,"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux",381,"6,13","73,2","6,53","30,4","4,13","3,5",traces,"0,75",511,"8,05",20,140,"0,85",traces,"2,8",50
31102,céréales de petit-déjeuner et biscuits,,"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux",418,"5,99","72,9","10,9","32,4","3,7","6,65",-,"0,7",607,"6,94",35,180,1,"1,1",10,"56,7"
31104,céréales de petit-déjeuner et biscuits,,Barre céréalière diététique hypocalorique,386,"5,9","65,3","11,2","8,5","5,8","9,6",0,"0,75",281,"6,55","95,1",763,"5,54","2,3","4,04","22,4"
31106,céréales de petit-déjeuner et biscuits,,Barre céréalière chocolatée,451,"6,55",73,"14,9","32,9","4,5","7,37","3,3","0,51",260,"3,1",45,217,1,"0,62","1,45","< 0,5"
31113,céréales de petit-déjeuner et biscuits,,Barre céréalière aux fruits,377,"5,49","73,5","7,07","29,6","3,8","3,44",traces,"0,63",84,"2,18",91,392,"1,6",traces,"2,5","0,3"
31114,céréales de petit-déjeuner et biscuits,,Barre céréalière aux amandes ou noisettes,451,"7,75","63,9","17,3","25,9","4,36","6,58",-,"0,54",100,"4,9",40,180,"0,8",traces,"0,16",-
7412,céréales de petit-déjeuner et biscuits,,"Tartine craquante, fourrée au chocolat",442,"7,85","64,3",16,"30,2","4,65","4,88",-,"0,34",173,"3,7","56,2",411,"1,2",-,"3,8",-
7413,céréales de petit-déjeuner et biscuits,,"Tartine craquante, fourrée aux fruits",386,"4,91","74,7","6,44","28,8","3,92","1,72",-,"0,43",145,< 1,"24,5",160,< 1,-,"4,7",< 1
23027,céréales de petit-déjeuner et biscuits,,Macaron sec,436,"6,9","77,7","10,2",74,3,"0,6",-,"0,2",-,-,-,-,-,-,-,-
24000,céréales de petit-déjeuner et biscuits,,"Biscuit sec, sans précision",501,"7,42","61,2","24,7","23,2","2,03","8,45",65,"0,63","26,5","1,58",16,129,"0,62","0,4","0,76",0
24001,céréales de petit-déjeuner et biscuits,,Biscuit sec nature,447,"6,77","69,7","15,1","23,6","2,81","6,81",3,"0,84","39,5","2,12","15,3",125,"0,47",0,"0,26",0
24002,céréales de petit-déjeuner et biscuits,,Biscuit sec à teneur garantie en vitamines,458,"9,63","72,6","14,2","23,3","0,75","6,07","15,5","0,16",-,2,54,275,"1,5","0,55","6,3",3
24003,céréales de petit-déjeuner et biscuits,,Biscuit sec à teneur garantie en vitamines et minéraux,476,"10,8","61,9","19,8","22,1","3,5","8,44","1,7","0,44",-,"6,4",195,256,"1,9","< 0,5","31,2",< 1
24004,céréales de petit-déjeuner et biscuits,,"Biscuit sec aux fruits, hyposodé",443,"10,8","61,4","15,8","20,2",6,"6,8",-,"0,038",45,"1,95",40,325,"0,35","0,25","2,5",0
24007,céréales de petit-déjeuner et biscuits,,"Biscuit sec croquant au chocolat, allégé en matière grasse",420,7,69,11,"22,4","8,4","3,18",-,"2,18",-,-,90,-,-,-,"3,9",-
24008,céréales de petit-déjeuner et biscuits,,"Biscuit sec fourré aux fruits, allégé en matière grasse",391,"4,69","75,3","7,2",-,3,"2,82",13,"0,58",59,< 1,"15,6",152,< 1,"< 0,2","3,2",-
24009,céréales de petit-déjeuner et biscuits,,Spéculoos,481,"5,94",69,"19,7","32,6","1,93","9,35",-,"0,86",-,-,-,-,-,-,-,-
24010,céréales de petit-déjeuner et biscuits,,"Biscuit sec, avec matière grasse végétale",442,"7,13","74,8","11,8","21,7",4,"6,68","21,4","0,72","57,7","2,16","34,5","89,7","0,92",-,-,-
24011,céréales de petit-déjeuner et biscuits,,"Biscuit sec, petits fours en assortiment",520,"6,94","59,8","27,5","30,3","2,84","12,9",-,"0,38",-,-,-,-,-,-,-,-
24015,céréales de petit-déjeuner et biscuits,,Biscuit sec petit beurre,445,"7,73","72,7","13,2","22,2","2,3","8,47",117,"0,9",29,"0,29",12,111,"0,38","0,11","0,9",0
24016,céréales de petit-déjeuner et biscuits,,Biscuit sec avec tablette de chocolat,502,"6,62","63,3","24,1","36,8","2,65","15,1","26,4","0,61",94,"5,3","37,5",218,"0,8","< 0,5","0,89","1,1"
24017,céréales de petit-déjeuner et biscuits,,Biscuit sec petit beurre au chocolat,463,"7,19","71,1",16,"24,5","2,91","9,37",-,"1,21",-,-,-,-,-,-,-,-
24030,céréales de petit-déjeuner et biscuits,,Biscuit sec au lait,437,"8,25","73,9","11,5",20,"2,2","5,45",-,"1,14","27,9",-,-,-,-,-,-,-
24031,céréales de petit-déjeuner et biscuits,,"Biscuit sec croquant (ex : tuile) sans chocolat, allégé en matière grasse",427,"5,63","80,1","8,8","29,4","2,5","2,85",40,"0,78",199,< 1,"25,5",211,< 1,"< 0,2","2,07",-
24034,céréales de petit-déjeuner et biscuits,,Biscuit sec pour petit déjeuner,460,"7,68","64,2","18,1","26,2","5,17","8,55",-,"0,74",120,"4,33","65,8",-,-,-,"3,08",0
24035,céréales de petit-déjeuner et biscuits,,"Biscuit sec pour petit déjeuner, allégé en sucres",453,"7,69","66,3",16,"20,2","6,33","4,4",-,"0,68",200,"2,8",90,-,-,-,"4,17",-
24036,céréales de petit-déjeuner et biscuits,,Biscuit sec chocolaté,520,"6,43","61,7","26,9","34,3","2,71","14,2",-,"0,5","53,4","2,66","31,8",221,"0,69",0,"1,1",0
24037,céréales de petit-déjeuner et biscuits,,Biscuit sec fourré à la pâte ou purée de fruits,383,"4,43","69,2","9,11","43,4","3,52","3,6","3,8","0,41",64,1,294,269,"0,3","0,25","3,02","< 0,5"
24038,céréales de petit-déjeuner et biscuits,,Biscuit sec avec nappage chocolat,505,"6,93","61,9",25,"36,7","2,09","14,9",9,"0,4",45,"2,7","11,7",193,"0,89",-,-,"< 0,3"
24039,céréales de petit-déjeuner et biscuits,,"Barre biscuitée fourrée aux fruits, allégée en matière grasse",-,"3,31","75,7","7,12","41,9",3,"2,64",-,"0,42",-,-,-,-,-,-,"2,8",-
24040,céréales de petit-déjeuner et biscuits,,"Biscuit sec pour petit déjeuner, au chocolat",460,"6,5","69,7","16,6","29,8","2,8","8,75","4,95","0,95","93,6","5,1","76,3",259,"0,9","< 0,2","3,35",-
24041,céréales de petit-déjeuner et biscuits,,"Biscuit aux céréales pour petit déjeuner, enrichis en vitamines et minéraux",454,"7,6","65,8","17,5","23,8","5,4","7,26",-,"0,78",211,"4,84","80,7",-,-,-,"4,27",-
24049,céréales de petit-déjeuner et biscuits,,"Biscuit sec au beurre, sablé, galette ou palet",493,"6,4","64,8","22,7","24,3","1,99","14,7",130,"0,82","37,7","1,82",14,88,"0,49",0,"2,44",0
24050,céréales de petit-déjeuner et biscuits,,"Biscuit sec au beurre, sablé, galette ou palet, au chocolat",505,"6,64",61,"25,3","28,9","3,19",16,"63,7","0,77",34,7,51,270,"0,9","< 0,25","2,67","< 0,5"
24051,céréales de petit-déjeuner et biscuits,,"Biscuit sec chocolaté, type barquette",483,"7,39","60,9","22,8","43,1","2,41","3,03",-,"0,4",-,-,-,-,-,-,-,-
24052,céréales de petit-déjeuner et biscuits,,"Biscuit sec chocolaté, type tartelette",506,"6,65","60,2","25,8","29,2","3,24",16,21,"0,45",58,"0,15",59,360,1,"< 0,25","2,46","< 0,5"
24053,céréales de petit-déjeuner et biscuits,,"Biscuit sec chocolaté, type galette",500,"6,84","63,7","23,5","28,2","3,01","13,2",-,"0,65",-,"3,97","60,5",-,-,-,4,-
24054,céréales de petit-déjeuner et biscuits,,"Biscuit sec, sablé, galette ou palet, aux fruits",473,"5,93","67,6","19,3",31,"2,74",11,"25,5","0,49",35,1,32,210,"0,66","< 0,25","2,2","< 0,5"
24055,céréales de petit-déjeuner et biscuits,,Biscuit sec fourré fruits à coque (non ou légèrement chocolaté),501,"6,45","63,9","23,7","29,2","3,35","14,3",-,"0,53",-,-,-,-,-,-,-,-
24056,céréales de petit-déjeuner et biscuits,,Florentin (biscuit sec sucré chocolaté aux amandes),524,7,"59,9",28,43,2,13,-,"0,35",-,-,-,-,-,-,-,-
24060,céréales de petit-déjeuner et biscuits,,Biscuit pâtissier meringué,537,"7,42",56,"30,7","46,1","3,62","18,9",-,"0,3",-,-,-,-,-,-,-,-
24070,céréales de petit-déjeuner et biscuits,,Sablé à la noix de coco,480,"7,1","66,5","20,1","24,2","2,65","12,3",-,"0,74",-,-,-,-,-,-,-,-
24071,céréales de petit-déjeuner et biscuits,,Sablé pâtissier,484,"8,38","59,4","22,9",-,"3,3",-,98,"0,41","31,9",< 1,"21,8",123,< 1,"< 0,2","1,4",-
24072,céréales de petit-déjeuner et biscuits,,Sablé aux fruits,485,"5,85",66,"21,4",32,"2,55","12,1",-,"0,56",-,-,-,-,-,-,-,-
24080,céréales de petit-déjeuner et biscuits,,"Sablé au cacao, chocolat, au praliné",499,"6,63","61,2","24,6","27,3",3,"10,7",-,"0,94",-,-,-,-,-,-,-,-
24225,céréales de petit-déjeuner et biscuits,,Goûter sec fourré parfum lait - vanille,477,"5,36","71,2","18,6","34,7","1,83","10,7","3,1","0,56","20,6",< 1,"12,9","96,5",< 1,"< 0,2","1,1",-
24231,céréales de petit-déjeuner et biscuits,,Goûter sec fourré parfum chocolat,468,"6,7","67,9",18,"29,8","3,77","9,92","2,2","0,62",120,"3,3","47,3",190,"0,92","< 0,5",3,< 1
24240,céréales de petit-déjeuner et biscuits,,Goûter sec fourré parfum fruits,484,"6,64","73,3","17,4","31,6","3,35","9,68","< 0,5","0,5",240,"4,5",120,80,-,-,"3,5",-
24300,céréales de petit-déjeuner et biscuits,,Gaufrette ou éventail sans fourrage,419,9,"76,7",8,35,2,5,-,1,"1,55",-,-,144,-,-,-,2
24311,céréales de petit-déjeuner et biscuits,,Gaufrette fourrée chocolate,530,"6,38","57,2","29,8","35,8","3,53","22,9",-,"0,27",34,-,11,-,-,-,-,-
24312,céréales de petit-déjeuner et biscuits,,Gaufrette fourrée fruits à coque,512,"7,31","59,6","26,4","37,4","3,21","17,7","10,1","0,34","20,1","6,8","47,3",263,< 1,"< 0,2","2,1",-
24313,céréales de petit-déjeuner et biscuits,,"Gaufrette, fourrée vanillee",545,"4,45","61,7","30,8","37,8","1,24","26,4",-,"0,24",-,-,-,60,-,-,-,-
24320,céréales de petit-déjeuner et biscuits,,"Gaufrette fourrée, aux fruits",365,"4,43","82,4","1,58","41,7","1,66","0,75",-,"0,28",-,-,-,-,-,-,-,"0,3"
24360,céréales de petit-déjeuner et biscuits,,Cigarette,523,"5,29",63,"27,5",38,1,"17,5",-,"0,28",-,-,-,163,-,-,-,-
24370,céréales de petit-déjeuner et biscuits,,Crêpe dentelle,456,"6,27","72,1","15,5","36,7","1,7","10,2",-,"0,64",-,-,-,-,-,-,-,-
24371,céréales de petit-déjeuner et biscuits,,Crêpe dentelle au chocolate,498,"5,91","67,9","21,8","39,3","3,45","13,5",-,"0,5",-,-,-,-,-,-,-,-
24430,céréales de petit-déjeuner et biscuits,,Biscuit sec à la cuillère Boudoir,388,"7,98","79,9","3,77","47,9","1,37","0,99",109,"0,41","25,5","1,1","14,3",109,< 1,"< 0,2","0,9",0
24441,céréales de petit-déjeuner et biscuits,,Biscuit sec langue de chat,434,"5,66","77,9","10,7","40,3","1,86","6,85",67,"0,57","21,8","0,6","15,4",135,"0,3","< 0,5","1,1","< 0,5"
24520,céréales de petit-déjeuner et biscuits,,Meringue,396,"4,08","94,2","< 0,5","94,2","< 0,5","< 0,01",0,"0,16","4,15","0,18","4,76","89,8","0,15",0,0,0
24615,céréales de petit-déjeuner et biscuits,,"Biscuit sec ou tuile, aux amandes",465,"7,93","68,1","17,2","39,2","2,9","6,68",94,"0,23",50,"1,15","36,7",226,"0,75","0,18","3,36","0,02"
24616,céréales de petit-déjeuner et biscuits,,"Biscuit sec type tuile, aux fruits",384,"5,43","74,9","8,28","26,9","7,14","3,69",-,"0,7",-,-,-,-,-,-,"1,5",-
24659,céréales de petit-déjeuner et biscuits,,"Biscuit sec feuilleté, type palmier ou autres",519,"6,1","60,5","27,6","21,6","2,06","14,4","11,7","1,01","16,7","0,4","14,6","91,2","0,4","0,92","2,07",0
24660,céréales de petit-déjeuner et biscuits,,"Palmier, artisanal",501,"5,93","53,1","28,2","21,8","5,3","14,4",28,"1,16","15,6","0,58","11,5","83,5",< 1,"< 0,2","3,2",0
24678,céréales de petit-déjeuner et biscuits,,Biscuit génoise nappage aux fruits,359,"4,54","77,1","3,24","54,2","1,48","0,78","64,3","0,28","51,3","1,65","49,1",395,"0,61","< 0,5","0,9",< 1
24679,céréales de petit-déjeuner et biscuits,,"Biscuit sec nappé aux fruits, tartelette",436,"4,7","71,3","14,2","32,7","2,27","7,98",-,"0,37",-,-,-,70,-,-,-,-
